node_id,latitude,longitude,elevation,street_count,highway,ref
1736099432,-20.1639265,-44.9155455,,4,,
1736099433,-20.1640956,-44.9068469,,4,,
1736099434,-20.1641278,-44.909515,,4,,
1736099435,-20.1643446,-44.9088587,,4,,
1736099436,-20.1643873,-44.9059957,,4,,
1736099437,-20.1646297,-44.9079948,,4,,
1736099438,-20.1646558,-44.9051357,,4,,
1736099439,-20.1648557,-44.9128313,,4,,
1736099440,-20.1649099,-44.9071465,,4,,
1736099441,-20.1650592,-44.9121504,,4,,
1736099442,-20.165201,-44.9062647,,4,,
1736099444,-20.1654808,-44.9054174,,4,,
1736099450,-20.1665289,-44.9077409,,4,,
1736099451,-20.1667964,-44.9068674,,3,,
1736099453,-20.1686589,-44.9094767,,6,,
1736099454,-20.1700281,-44.9080826,,4,,
1736099455,-20.1703194,-44.9072156,,4,,
1771517288,-20.1615662,-44.9153642,,1,,
1771517289,-20.1633449,-44.9036757,,4,,
1771517290,-20.16622,-44.9141129,,3,,
1771517298,-20.1391861,-44.9150248,,3,,
1771517340,-20.1649754,-44.9151277,,3,,
1771517350,-20.171798,-44.9169213,,4,,
1771517378,-20.1606003,-44.9119672,,3,,
1771517387,-20.1606987,-44.9127967,,1,,
1771517393,-20.1629033,-44.9158853,,4,,
1771517396,-20.1679668,-44.9162508,,1,,
1771529287,-20.1357537,-44.8934796,,4,,
1771529289,-20.1494189,-44.8965093,,3,,
1771529294,-20.151107,-44.8893724,,3,,
1771529296,-20.1360443,-44.8925861,,4,,
1771529297,-20.151523,-44.8951113,,3,,
1771529298,-20.1491522,-44.8974203,,4,,
1771529302,-20.1496986,-44.8956155,,3,,
1771529303,-20.1355541,-44.898218,,3,,
1771529305,-20.145311,-44.9033207,,3,,
1771529306,-20.1386909,-44.8854242,,3,,
1771529308,-20.1399849,-44.887656,,4,,
1771529314,-20.1351638,-44.8903218,,4,,
1886801504,-20.1149256,-44.8845564,,3,,
1886801558,-20.1196392,-44.8833045,,3,,
1886801561,-20.12033,-44.8834908,,3,,
1886801583,-20.1255072,-44.8854107,,4,,
1886801587,-20.1263861,-44.8857419,,3,,
1886801589,-20.1262552,-44.8858008,,3,,
1886830694,-20.1188341,-44.9074214,,3,,
1886830696,-20.1187589,-44.9099436,,3,,
1886830698,-20.1191297,-44.9103608,,3,,
1886830700,-20.1191996,-44.910209,,3,,
1886830709,-20.1195078,-44.9102818,,3,,
1886830715,-20.119658,-44.9087003,,3,,
1886830718,-20.1197397,-44.9099791,,3,,
1886830736,-20.1198161,-44.9109594,,3,,
1886830738,-20.1202222,-44.909749,,3,,
1886830744,-20.1201454,-44.9109769,,4,,
1886830750,-20.120685,-44.9105693,,3,,
1886830803,-20.1306002,-44.9144948,,3,,
1886830805,-20.1317288,-44.9145418,,3,,
1886849813,-20.1589237,-44.9151546,,3,,
1886849818,-20.1608651,-44.9173213,,3,,
1886850196,-20.1593557,-44.9153347,,3,,
1886853694,-20.1612309,-44.9166302,,3,,
1886873777,-20.12209,-44.912299,,2,,
1886873778,-20.1227283,-44.9122927,,3,,
1886873779,-20.1229546,-44.9128236,,3,,
1886873780,-20.1231489,-44.9125316,,3,,
1886873788,-20.1261222,-44.9139414,,3,,
1886873794,-20.1281184,-44.9142985,,3,,
1886873805,-20.1339283,-44.9147101,,3,,
1886873819,-20.1388512,-44.9150532,,3,,
1886873831,-20.1433143,-44.9156299,,3,,
1886873832,-20.1435634,-44.915673,,3,,
1886873834,-20.1437376,-44.9153983,,3,,
1886873835,-20.1441366,-44.9155687,,3,,
1886873836,-20.1440275,-44.9157941,,3,,
1886873844,-20.1467189,-44.9159743,,3,,
1886929983,-20.10702,-44.8437609,,3,,
1886929992,-20.1139079,-44.8615216,,3,,
1886929999,-20.1152365,-44.8564319,,3,,
1886930004,-20.1166137,-44.8586865,,4,,
1886930027,-20.1170658,-44.8593014,,4,,
1886930037,-20.1433132,-44.9026175,,4,,
1886930039,-20.1437744,-44.9012625,,4,,
1886930040,-20.1443737,-44.8995536,,4,,
1886930042,-20.1446516,-44.8986891,,4,,
1886930043,-20.1449437,-44.8977986,,4,,
1886930045,-20.1452258,-44.8969513,,4,,
1886930046,-20.1455031,-44.8961008,,4,,
1886930048,-20.1457942,-44.8952417,,4,traffic_signals,
1886930050,-20.1460984,-44.894315,,4,,
1886930067,-20.1464322,-44.8932779,,4,traffic_signals,
1886930068,-20.1469849,-44.891636,,4,traffic_signals,
1886930070,-20.1473874,-44.8904165,,4,traffic_signals,
1886930074,-20.1482775,-44.8877617,,3,,
1887023705,-20.1624825,-44.9062531,,4,,
1887023707,-20.1630535,-44.9045307,,4,,
1887023713,-20.1690852,-44.9215829,,3,,
1887023725,-20.1765049,-44.9207795,,5,,
1887023730,-20.1767452,-44.9210666,,3,,
1887505781,-19.9776862,-44.9445113,,4,,
1887505789,-19.977672,-44.9456912,,3,,
1951000852,-20.0742715,-45.119793,,3,,
1951000874,-20.0752244,-45.1140879,,3,,
1951058875,-20.0543117,-45.033138,,3,,
1951059020,-20.0710764,-45.099281,,3,,
1951059111,-20.0740804,-45.1056299,,3,,
1951059134,-20.0747372,-45.1087261,,4,,
1951059182,-20.0754756,-45.0728984,,3,,
1951059222,-20.0758685,-45.1147598,,1,,
1951117808,-20.012875,-44.9419212,,3,,
1951117826,-20.0166967,-44.9506186,,3,,
1951117830,-20.0177269,-44.9500044,,3,,
1951117838,-20.0197422,-44.952517,,1,,
1951117842,-20.0201317,-44.9524396,,3,,
1951117845,-20.0212167,-44.952224,,3,,
1951117846,-20.0216469,-44.9521385,,3,,
1951117872,-20.0242237,-44.9579061,,3,,
1951117890,-20.0247773,-44.9559662,,3,,
1951117907,-20.0270835,-44.9664675,,4,,
1951117938,-20.0364447,-44.9721981,,3,,
1951117970,-20.0412894,-44.9809097,,3,,
1951118009,-20.0450992,-44.9958029,,3,,
1951118035,-20.0456174,-44.9947285,,3,,
1951118044,-20.0456854,-44.9931425,,3,,
1951118061,-20.0458063,-44.9892709,,3,,
1951118148,-20.0490017,-45.0060757,,3,,
1951156060,-19.9786763,-44.9446516,,3,,
1951156135,-20.0092747,-44.9423367,,4,,
1952939948,-20.1792326,-44.9213214,,3,,
1952939952,-20.1801541,-44.9227261,,3,,
1952939955,-20.1808526,-44.9234484,,3,,
1952939999,-20.188675,-44.9322198,,3,,
1952940003,-20.1887054,-44.9339931,,3,,
1952940005,-20.1887072,-44.9342172,,3,,
1952940013,-20.1894885,-44.9329819,,4,,
1952940014,-20.1904852,-44.9317248,,3,,
1952940017,-20.1916131,-44.9437783,,1,,
1952940018,-20.1930169,-44.9419811,,4,,
1952940020,-20.1939499,-44.9408037,,4,,
1952940021,-20.1948394,-44.939601,,4,,
1952940022,-20.1957645,-44.9384444,,4,,
1952940023,-20.1967311,-44.9372395,,3,,
1952940049,-20.2025146,-44.9463733,,3,,
1998018451,-20.0739447,-45.109654,,3,,
1998018452,-20.0744485,-45.107519,,3,,
1998018465,-20.0747835,-45.1071909,,3,,
1998018467,-20.0749188,-45.1093926,,3,,
1998018469,-20.0752118,-45.1085934,,3,,
1998018470,-20.0756975,-45.1084552,,4,,
1998019768,-20.0740995,-45.1154808,,3,,
2290662664,-20.1612426,-44.9023921,,1,,
2290662673,-20.1580427,-44.9095202,,1,,
2290662674,-20.1603313,-44.9032912,,3,,
2290662682,-20.166063,-44.9117216,,3,,
2290662683,-20.1566749,-44.9103269,,3,,
2290662689,-20.1604883,-44.9028396,,3,,
2290662698,-20.1576899,-44.9093943,,4,,
2290662732,-20.1608509,-44.9017441,,3,,
2290662734,-20.1610924,-44.8991731,,1,,
2290662735,-20.1548364,-44.908396,,3,,
2290662738,-20.1605613,-44.9026234,,4,,
2290662743,-20.1618816,-44.9025802,,1,,
2290662750,-20.1574642,-44.9100917,,4,,
2290662754,-20.1588374,-44.9095986,,1,,
2290683574,-20.1489921,-44.9041768,,1,,
2290683578,-20.1428754,-44.8999871,,3,,
2290683584,-20.1440661,-44.9004234,,4,,
2290697804,-20.1259492,-44.8840857,,4,,
2290697806,-20.1202529,-44.8814246,,4,,
2295934282,-20.1236084,-44.9282357,,3,,
2295934285,-20.1056632,-44.9685263,,4,,
2295934288,-20.1274464,-44.920034,,3,,
2295934291,-20.1073852,-44.9652814,,3,,
2295934294,-20.1321603,-44.9152713,,3,,
2296333882,-20.1479289,-44.888836,,4,traffic_signals,
2296333884,-20.1470398,-44.8872592,,4,traffic_signals,
2296333906,-20.1467272,-44.8883682,,4,traffic_signals,
2296333914,-20.1417921,-44.8995622,,3,,
2296353410,-20.1383809,-44.8854535,,3,,
2296353412,-20.1349328,-44.8960476,,3,,
2297754221,-20.138978,-44.9156149,,3,,
2297754222,-20.133181,-44.9328949,,4,,
2297755523,-20.1492763,-44.8805095,,3,,
2297755524,-20.1498864,-44.8789303,,3,,
2297756298,-20.1495514,-44.8799454,,3,,
2297756317,-20.1496809,-44.8795532,,4,,
2297757536,-20.1373433,-44.9090407,,1,,
2297758415,-20.1342626,-44.91449,,3,,
2297758416,-20.1439049,-44.8853418,,3,,
2297760409,-20.1384522,-44.8855246,,3,,
2297760413,-20.138684,-44.8852231,,3,,
2297760419,-20.1384205,-44.8852473,,3,,
2297786448,-20.1267595,-44.8855454,,3,,
2297786449,-20.1272953,-44.8841313,,3,,
2297807675,-20.1557577,-44.8764195,,5,,
2297807788,-20.1550138,-44.8709466,,3,,
2297808422,-20.1588561,-44.8738574,,6,,
2297808423,-20.1580759,-44.8683929,,4,,
2297808450,-20.1563917,-44.8643181,,4,,
2297808630,-20.1524235,-44.8741269,,1,,
2297808631,-20.1523407,-44.8734966,,1,,
2297808633,-20.1568189,-44.8755794,,5,,
2313634631,-20.145506,-44.9309422,,1,,
2313634635,-20.1460109,-44.9299833,,4,,
2313634640,-20.1464913,-44.9289136,,4,,
2313634642,-20.1466985,-44.9298338,,4,,
2313634643,-20.1467302,-44.9265316,,4,,
2313634646,-20.1469147,-44.927523,,4,,
2313634650,-20.147163,-44.9287694,,4,,
2313634651,-20.1471835,-44.9253938,,4,mini_roundabout,
2313634652,-20.1473438,-44.929691,,4,,
2313634654,-20.1474115,-44.9263638,,4,,
2313634656,-20.1476015,-44.9273723,,4,,
2313634657,-20.147841,-44.9286227,,4,,
2313634659,-20.1478677,-44.9252333,,4,,
2313634661,-20.1480367,-44.9295716,,4,,
2313634662,-20.148072,-44.9262087,,4,,
2313634665,-20.148259,-44.9168052,,3,,
2313634666,-20.1482708,-44.9272268,,4,,
2313634672,-20.1485105,-44.9284772,,4,,
2313634673,-20.1485425,-44.9250848,,4,,
2313634675,-20.1486671,-44.9294279,,4,,
2313634677,-20.1487418,-44.9260629,,4,,
2313634679,-20.1488198,-44.9230875,,1,,
2313634680,-20.1489326,-44.9270866,,4,,
2313634683,-20.1491683,-44.9283399,,4,,
2313634684,-20.1491797,-44.9249581,,4,,
2313634685,-20.1493361,-44.9292681,,4,,
2313634686,-20.1493674,-44.9259335,,4,,
2313634690,-20.149562,-44.926945,,4,,
2313634692,-20.1496114,-44.9235573,,4,,
2313634693,-20.1498015,-44.9281901,,4,,
2313634694,-20.1498527,-44.9248112,,4,,
2313634695,-20.1499847,-44.9291315,,4,,
2313634696,-20.1502316,-44.9302132,,4,,
2313634698,-20.1500403,-44.9257866,,4,,
2313634700,-20.1502349,-44.9267981,,4,,
2313634701,-20.1500283,-44.9221632,,3,,
2313634702,-20.1502689,-44.9234137,,4,,
2313634703,-20.1506764,-44.9289678,,4,,
2313634704,-20.1504745,-44.9280432,,4,,
2313634705,-20.1505101,-44.9246676,,4,,
2313634714,-20.1509333,-44.9232687,,4,,
2313634715,-20.1508924,-44.9266546,,4,,
2313634716,-20.1511319,-44.9278997,,4,,
2313634717,-20.1511745,-44.9245226,,4,,
2313634718,-20.1515378,-44.9299,,4,,
2313634721,-20.1516066,-44.9231217,,3,,
2313634722,-20.1517963,-44.9277547,,4,,
2313634723,-20.1518478,-44.9243756,,4,,
2313634734,-20.1529181,-44.926218,,4,,
2313634735,-20.1531434,-44.9274685,,4,,
2313634737,-20.1534341,-44.9250457,,3,,
2313634739,-20.153621,-44.9260678,,4,,
2313634746,-20.1554218,-44.9308155,,4,,
2313634750,-20.1558743,-44.9255662,,4,,
2313634755,-20.156322,-44.9277432,,3,,
2313634759,-20.1564651,-44.9284433,,1,,
2313634763,-20.15689,-44.9276202,,4,,
2313634777,-20.1574362,-44.9319348,,3,,
2313634783,-20.1576712,-44.9284291,,3,,
2313634795,-20.1587909,-44.9338634,,1,,
2313634802,-20.1589742,-44.9327132,,3,,
2313634805,-20.1589555,-44.9352679,,1,,
2313634806,-20.1588429,-44.9284693,,1,,
2313634810,-20.159248,-44.929373,,4,,
2313634812,-20.1592157,-44.9341028,,3,,
2313634813,-20.159295,-44.9354893,,3,,
2313634814,-20.1593319,-44.9341781,,4,,
2313634821,-20.1595123,-44.9324958,,3,,
2313634823,-20.1594883,-44.9357384,,3,,
2313634833,-20.1598254,-44.9269093,,1,,
2313634834,-20.1598388,-44.935585,,4,,
2313634835,-20.1598602,-44.9291501,,4,,
2313634836,-20.1599187,-44.9371277,,3,,
2313634839,-20.1599984,-44.9339356,,4,,
2313634840,-20.1600331,-44.9375167,,3,,
2313634843,-20.1601653,-44.9379132,,3,,
2313634846,-20.1602852,-44.9382668,,3,,
2313634847,-20.1602927,-44.9369895,,3,,
2313634848,-20.1604238,-44.9386864,,3,,
2313634850,-20.1604655,-44.9353673,,4,,
2313634852,-20.1606099,-44.9393358,,3,,
2313634856,-20.1606274,-44.933713,,4,,
2313634859,-20.1606379,-44.9386116,,3,,
2313634868,-20.1607846,-44.9363534,,3,,
2313634872,-20.1608724,-44.9288,,3,,
2313634874,-20.1608927,-44.9393634,,3,,
2313634877,-20.1609159,-44.9367594,,4,,
2313634885,-20.1610336,-44.938476,,3,,
2313634889,-20.1610393,-44.9371407,,4,,
2313634893,-20.1611275,-44.9351242,,4,,
2313634899,-20.161168,-44.9375384,,4,,
2313634906,-20.1612975,-44.9379386,,4,,
2313634907,-20.1612829,-44.9334522,,3,,
2313634909,-20.1613075,-44.9393899,,3,,
2313634911,-20.1614166,-44.9360015,,3,,
2313634913,-20.1614587,-44.9273727,,3,,
2313634915,-20.1614237,-44.9383285,,4,,
2313634916,-20.1614466,-44.9361103,,4,,
2313634919,-20.1615482,-44.9387133,,3,,
2313634920,-20.161578,-44.9365163,,3,,
2313634923,-20.1616123,-44.9301248,,4,,
2313634924,-20.1617281,-44.9348927,,4,,
2313634925,-20.1617811,-44.9394329,,3,,
2313634926,-20.1617772,-44.928442,,4,,
2313634927,-20.1618216,-44.9395636,,1,,
2313634928,-20.1619125,-44.9354689,,4,,
2313634929,-20.1619168,-44.9332251,,4,,
2313634930,-20.1620431,-44.9359006,,3,,
2313634931,-20.1620847,-44.9271319,,3,,
2313634932,-20.1620882,-44.9315548,,4,,
2313634934,-20.1621704,-44.9363105,,3,,
2313634937,-20.1622492,-44.9298808,,4,,
2313634939,-20.1622992,-44.9366835,,3,,
2313634940,-20.1625911,-44.9383303,,1,,
2313634942,-20.1624092,-44.9282106,,4,,
2313634943,-20.1624249,-44.9370758,,3,,
2313634944,-20.1625549,-44.9374751,,3,,
2313634945,-20.1625451,-44.9329913,,4,,
2313634946,-20.1627082,-44.9378567,,3,,
2313634947,-20.162715,-44.9313321,,4,,
2313634948,-20.1627347,-44.9269041,,3,,
2313634949,-20.1628208,-44.9338314,,1,,
2313634950,-20.162875,-44.9377955,,1,,
2313634951,-20.1628952,-44.9296503,,4,,
2313634953,-20.1630799,-44.9279709,,4,,
2313634954,-20.1631888,-44.932772,,3,,
2313634955,-20.163357,-44.9310871,,4,,
2313634956,-20.1634137,-44.9266507,,4,,
2313634958,-20.1635416,-44.9294142,,4,,
2313634959,-20.1636593,-44.9319487,,1,,
2313634960,-20.1636841,-44.927735,,3,,
2313634962,-20.1640034,-44.9308341,,4,,
2313634963,-20.1641228,-44.9311934,,1,,
2313634964,-20.1641642,-44.9292061,,3,,
2313641106,-20.1211565,-44.9334793,,3,,
2313641107,-20.1214525,-44.9343001,,1,,
2313641108,-20.1217181,-44.9338145,,4,,
2313641109,-20.1218778,-44.9322239,,3,,
2313641110,-20.122108,-44.9332422,,3,,
2313641111,-20.1223876,-44.9312337,,3,,
2313641112,-20.1224425,-44.9326383,,4,,
2313641114,-20.1225899,-44.9344847,,1,,
2313641115,-20.122797,-44.932012,,3,,
2313641117,-20.1229749,-44.931541,,3,,
2313641119,-20.1230882,-44.9313199,,3,,
2313641120,-20.1231039,-44.9339922,,3,,
2313641122,-20.1233743,-44.9306765,,4,,
2313641123,-20.1234241,-44.9333648,,4,,
2313641124,-20.1235034,-44.934289,,3,,
2313641125,-20.1237196,-44.929775,,4,,
2313641126,-20.1237421,-44.9327329,,4,,
2313641127,-20.1239036,-44.9310903,,3,,
2313641128,-20.123938,-44.93376,,3,,
2313641130,-20.1240012,-44.9320621,,4,,
2313641131,-20.1241765,-44.9286414,,4,,
2313641132,-20.1243605,-44.9314202,,4,,
2313641133,-20.1243314,-44.9300711,,4,,
2313641135,-20.1244662,-44.9264373,,3,,
2313641136,-20.124575,-44.9277862,,3,,
2313641137,-20.124686,-44.9266699,,3,,
2313641139,-20.1247462,-44.9291066,,4,,
2313641141,-20.1248871,-44.9303606,,3,,
2313641142,-20.124974,-44.9269881,,3,,
2313641143,-20.1250451,-44.9319427,,3,,
2313641145,-20.1253126,-44.929492,,4,,
2313641149,-20.1253911,-44.9246251,,3,,
2313641150,-20.1255092,-44.9277693,,3,,
2313641153,-20.1257288,-44.9239728,,3,,
2313641156,-20.1259035,-44.9271575,,4,,
2313641161,-20.1260723,-44.9233354,,3,,
2313641165,-20.1263282,-44.9226612,,3,,
2313641167,-20.1263985,-44.9219748,,3,,
2313641170,-20.1265517,-44.9212249,,3,,
2313641172,-20.1266024,-44.9251026,,4,,
2313641173,-20.1268421,-44.9243931,,4,,
2313641175,-20.1268923,-44.9206422,,3,,
2313641176,-20.1270572,-44.9237035,,4,,
2313641177,-20.1272682,-44.9230137,,4,,
2313641178,-20.1273519,-44.9253467,,3,,
2313641179,-20.1274785,-44.9223841,,4,,
2313641180,-20.1276428,-44.9246903,,4,,
2313641181,-20.1279388,-44.9210067,,4,,
2313641182,-20.1277197,-44.9216622,,4,,
2313641184,-20.1277322,-44.9278113,,1,,
2313641185,-20.1278537,-44.924005,,4,,
2313641187,-20.1280873,-44.923325,,4,,
2313641190,-20.128172,-44.9203083,,4,,
2313641191,-20.1282117,-44.9256906,,3,,
2313641192,-20.1282976,-44.9226759,,4,,
2313641193,-20.1283977,-44.9196327,,3,,
2313641194,-20.128425,-44.9250051,,4,,
2313641195,-20.1285343,-44.9219705,,4,,
2313641196,-20.1287196,-44.9186692,,3,,
2313641197,-20.1286678,-44.9243263,,4,,
2313641198,-20.1286163,-44.9189783,,3,,
2313641200,-20.1287522,-44.9213107,,4,,
2313641201,-20.1288889,-44.9236311,,4,,
2313641202,-20.1289889,-44.9206187,,4,,
2313641203,-20.1290374,-44.9259847,,3,,
2313641204,-20.1290998,-44.9229761,,4,,
2313641205,-20.12905,-44.9183232,,3,,
2313641207,-20.1292168,-44.9199468,,4,,
2313641209,-20.1292618,-44.9253191,,4,,
2313641210,-20.1293278,-44.9222716,,4,,
2313641211,-20.1294346,-44.9192829,,4,,
2313641212,-20.1294925,-44.9246348,,4,,
2313641213,-20.1295476,-44.9216142,,4,,
2313641214,-20.1296714,-44.9185722,,4,,
2313641215,-20.1297231,-44.9262445,,1,,
2313641217,-20.1297255,-44.9239439,,4,,
2313641218,-20.1297801,-44.9209177,,4,,
2313641220,-20.1299439,-44.9232961,,4,,
2313641221,-20.1300058,-44.9202421,,4,,
2313641222,-20.1301802,-44.9225953,,4,,
2313641223,-20.1302244,-44.9195877,,4,,
2313641224,-20.1301551,-44.9171509,,4,,
2313641226,-20.1304016,-44.9219385,,4,,
2313641227,-20.130458,-44.9188952,,4,,
2313641228,-20.1306352,-44.9212455,,4,,
2313641229,-20.1306847,-44.9182097,,4,,
2313641231,-20.1308639,-44.9205674,,4,,
2313641232,-20.1309004,-44.9175643,,4,,
2313641233,-20.131086,-44.9199087,,4,,
2313641234,-20.1312216,-44.9166027,,4,,
2313641238,-20.1313215,-44.9192102,,4,,
2313641239,-20.1314411,-44.9159165,,4,,
2313641242,-20.1315462,-44.9185436,,4,,
2313641243,-20.1317707,-44.9178778,,4,,
2313641244,-20.1317662,-44.9201651,,1,,
2313641246,-20.1320897,-44.9169316,,3,,
2313641248,-20.1323201,-44.9162482,,4,,
2313641249,-20.1325464,-44.9155771,,4,,
2313641253,-20.1337169,-44.9160145,,4,,
2313641255,-20.1334829,-44.9166571,,3,,
2313648369,-20.1318581,-44.9293341,,3,,
2313648375,-20.1321937,-44.9218129,,3,,
2313648377,-20.1322483,-44.9317608,,3,,
2313648379,-20.1323564,-44.924208,,3,,
2313648383,-20.1323695,-44.924938,,3,,
2313648385,-20.1323256,-44.9287666,,3,,
2313648387,-20.132411,-44.9257178,,3,,
2313648393,-20.132414,-44.9211532,,3,,
2313648395,-20.1325596,-44.9272983,,3,,
2313648397,-20.1325612,-44.9280463,,3,,
2313648399,-20.1324758,-44.9310937,,4,,
2313648401,-20.132546,-44.923508,,4,,
2313648405,-20.1326997,-44.9304136,,4,,
2313648409,-20.1327866,-44.9228074,,4,,
2313648411,-20.1327745,-44.9266471,,3,,
2313648415,-20.1329163,-44.9297635,,4,,
2313648419,-20.1330343,-44.9221314,,4,,
2313648421,-20.1330035,-44.9259696,,4,,
2313648427,-20.1330408,-44.9198734,,1,,
2313648431,-20.1331517,-44.9290733,,4,,
2313648433,-20.1332547,-44.9214718,,4,,
2313648435,-20.1332234,-44.9252844,,4,,
2313648437,-20.1334508,-44.9245621,,4,,
2313648439,-20.1333417,-44.9192175,,1,,
2313648441,-20.1333861,-44.928383,,4,,
2313648445,-20.1334808,-44.9207949,,4,,
2313648447,-20.1334406,-44.9322097,,4,,
2313648449,-20.1336141,-44.9276764,,4,,
2313648451,-20.1337046,-44.920125,,4,,
2313648452,-20.1336756,-44.9315333,,4,,
2313648454,-20.1336667,-44.9239159,,4,,
2313648458,-20.1337228,-44.9186071,,1,,
2313648460,-20.1338317,-44.9270252,,4,,
2313648464,-20.1339329,-44.9194416,,4,,
2313648466,-20.1339069,-44.9231969,,4,,
2313648468,-20.1338844,-44.9308625,,4,,
2313648472,-20.1340593,-44.9263437,,4,,
2313648474,-20.1341186,-44.9301615,,4,,
2313648476,-20.1341567,-44.9187715,,4,,
2313648478,-20.1341247,-44.9225447,,4,,
2313648480,-20.1342082,-44.9332208,,4,,
2313648482,-20.1342856,-44.9256665,,4,,
2313648485,-20.1343465,-44.9294793,,4,,
2313648487,-20.1343451,-44.921885,,4,,
2313648493,-20.134424,-44.9325636,,4,,
2313648497,-20.1345192,-44.924967,,4,,
2313648499,-20.1345708,-44.9288079,,4,,
2313648501,-20.1345712,-44.9212082,,4,,
2313648503,-20.1346527,-44.9318792,,4,,
2313648504,-20.1347351,-44.9243208,,4,,
2313648508,-20.1347988,-44.9281253,,4,,
